time,states.V1,states.V2,states.V3,states.V4,states.V5,states.V6,states.V7,states.V8,states.V9,states.V10,states.V11,states.V12,states.V13,states.V14,states.V15,states.V16,states.V17
1561910589,471efd,WZZ2497 ,Hungary,1561910589,1561910589,50.5053,27.5019,10675.62,FALSE,238.72,145.63,0,,11391.9,1037,FALSE,0
1561910589,e80273,LPE2124 ,Chile,1561910589,1561910589,-71.8414,-16.3543,4450.08,FALSE,153.65,266.16,4.23,,4754.88,2767,FALSE,0
1561910589,e80274,LPE2105 ,Chile,1561910589,1561910589,-73.0229,-15.4897,9974.58,FALSE,245.09,129.81,-11.7,,10652.76,2667,FALSE,0
1561910589,a678cf,TFF909  ,United States,1561910589,1561910589,-97.5462,33.4914,13106.4,FALSE,240.11,299.81,0.33,,13685.52,3506,FALSE,0
1561910589,ace6e2,AAL2047 ,United States,1561910589,1561910589,-110.0292,32.1412,5730.24,FALSE,200.16,274.27,-12.03,,6111.24,3451,FALSE,0
1561910589,00b224,        ,South Africa,1561910364,1561910586,28.2497,-26.1596,,TRUE,6.43,213,,,,4310,FALSE,0
1561910589,4b184e,PJS800  ,Switzerland,1561910589,1561910589,4.4509,44.7689,8488.68,FALSE,262.79,41.43,-8.45,,9029.7,1000,FALSE,0
1561910589,a88072,NKS609  ,United States,1561910587,1561910587,-75.6898,36.5197,10965.18,FALSE,242.32,205.26,-0.33,,11506.2,3431,FALSE,0
1561910589,ac21e4,DAL1616 ,United States,1561910585,1561910588,-98.3421,37.9953,10058.4,FALSE,238.55,112.31,0.33,,10629.9,,FALSE,0
1561910589,3455da,VOE2EP  ,Spain,1561910449,1561910475,16.0491,43.4094,2948.94,FALSE,154.96,236.78,12.03,,3131.82,5220,FALSE,0
1561910589,a94b50,UAL438  ,United States,1561910589,1561910589,-97.6887,33.1687,10363.2,FALSE,237.88,302.73,0,,10911.84,2425,FALSE,0
1561910589,a127cb,"",United States,1561910277,1561910585,-111.5757,34.212,1874.52,FALSE,42.7,180,0.33,,1981.2,,FALSE,0
1561910589,abad94,SWA2726 ,United States,1561910589,1561910589,-82.0081,42.1133,10972.8,FALSE,228.72,267.03,0,,11475.72,1412,FALSE,0
1561910589,4b188b,EDW4K   ,Switzerland,1561910578,1561910587,8.5363,47.4752,388.62,TRUE,0.19,154,,,,3024,FALSE,0
1561910589,489525,"",Poland,1561910585,1561910589,0.2745,43.1302,9753.6,FALSE,236.47,45.71,-0.65,,9745.98,2310,FALSE,0
1561910589,0d0acf,SLI240  ,Mexico,1561910589,1561910589,-99.4404,19.3329,7978.14,FALSE,199.09,270.3,10.08,,8473.44,,FALSE,0
1561910589,aae1f4,EDV5517 ,United States,1561910589,1561910589,-73.8806,44.8234,6004.56,FALSE,221.74,179.34,5.2,,6057.9,0612,FALSE,0
1561910589,a94b4d,UAL1189 ,United States,1561910589,1561910589,-107.604,38.7274,9753.6,FALSE,232.53,233,0.33,,10347.96,6561,FALSE,0
1561910589,a127d3,N1738S  ,United States,1561910383,1561910388,-114.1832,32.7738,1531.62,FALSE,48.92,267.59,0.65,,1524,,FALSE,0
1561910589,a96577,DAL1526 ,United States,1561910588,1561910589,-113.6007,36.5191,11277.6,FALSE,256.31,62.77,0,,11269.98,7714,FALSE,0
1561910589,3c65a8,DLH731  ,Germany,1561910589,1561910589,113.7991,23.2221,6705.6,FALSE,237.96,339.76,4.55,,7101.84,5144,FALSE,0
1561910589,a94b4b,UAL446  ,United States,1561910578,1561910586,-79.8982,33.8947,11277.6,FALSE,238.98,24.41,0,,11887.2,2670,FALSE,0
1561910589,c0225d,ACA613  ,Canada,1561910589,1561910589,-72.4503,45.9939,11582.4,FALSE,226.04,291.07,0.33,,11727.18,0115,FALSE,0
1561910589,adda23,"",United States,1561910135,1561910589,-79.5632,35.2171,2766.06,FALSE,237.94,25.35,-15.28,,6339.84,3077,FALSE,0
1561910589,4b187c,SWR16F  ,Switzerland,1561910589,1561910589,-72.6252,40.9292,4282.44,FALSE,149.12,231.86,-5.2,,4328.16,2431,FALSE,0
1561910589,4b187d,SWR18   ,Switzerland,1561910589,1561910589,8.5607,47.4601,,TRUE,0,275,,,,,FALSE,0
1561910589,4b187e,SWR2GN  ,Switzerland,1561910589,1561910589,-56.3521,48.7059,12192,FALSE,229.89,250.79,0,,12374.88,,FALSE,0
1561910589,3455cb,GES321S ,Spain,1561910589,1561910589,-0.5849,44.3013,12496.8,FALSE,209.87,207.76,0,,13129.26,2146,FALSE,0
1561910589,3c65ae,DLH440  ,Germany,1561910589,1561910589,-81.223,44.6852,11582.4,FALSE,253.55,225.25,0,,12009.12,2445,FALSE,0
1561910589,accd69,DAL617  ,United States,1561910589,1561910589,-117.9519,33.9805,1981.2,FALSE,121.81,262.97,-5.2,,2065.02,2120,FALSE,0
1561910589,3c65ad,DLH728  ,Germany,1561910589,1561910589,10.3919,51.1443,7848.6,FALSE,266.28,45.31,5.2,,8275.32,6432,FALSE,0
1561910589,3c65ac,DLH729  ,Germany,1561910589,1561910589,16.6026,52.5872,12192,FALSE,231.4,245.71,0.33,,12687.3,6242,FALSE,0
1561910589,a6eb60,GRN545  ,United States,1561910589,1561910589,-77.9031,38.5768,3055.62,FALSE,184.4,24.56,0.33,,3177.54,1321,FALSE,0
1561910589,0d0adc,AIJ2880 ,Mexico,1561910588,1561910589,-98.8019,19.535,4533.9,FALSE,163.97,75.09,13.66,,4800.6,,FALSE,0
1561910589,a9656c,N704WP  ,United States,1561910589,1561910589,-118.6588,34.2204,647.7,FALSE,56.79,222.8,1.95,,632.46,1200,FALSE,0
1561910589,a84574,CPZ5697 ,United States,,1561910589,,,,TRUE,1.54,53,,,,4623,FALSE,0
1561910589,ae1448,E44138  ,United States,1561910588,1561910589,-108.8181,33.561,10363.2,FALSE,234.6,298.7,0,,11010.9,2450,FALSE,0
1561910589,3455d7,VOE2XN  ,Spain,1561910521,1561910553,9.511,42.8807,1463.04,FALSE,130.68,130.21,-0.65,,1592.58,1000,FALSE,0
1561910589,440248,EJU46CA ,Austria,1561910582,1561910586,-1.1849,46.4342,4130.04,FALSE,177.16,321.37,-9.43,,4937.76,1000,FALSE,0
1561910589,4b1886,SWR242  ,Switzerland,1561910589,1561910589,53.5269,26.1014,8465.82,FALSE,255.58,114.24,-9.1,,9075.42,1041,FALSE,0
1561910589,3c65c3,DLH3U   ,Germany,1561910589,1561910589,9.0077,50.1397,1234.44,FALSE,93.71,248.08,0,,1363.98,3477,FALSE,0
1561910589,3c65c2,DLH5NE  ,Germany,1561910589,1561910589,12.3779,51.6801,6355.08,FALSE,251.06,64.64,-4.55,,6751.32,1000,FALSE,0
1561910589,a114b1,N169SD  ,United States,1561910589,1561910589,-91.5709,35.3009,13693.14,FALSE,241.94,134.05,0.33,,14317.98,1410,FALSE,0
1561910589,3455d5,IBE6800 ,Spain,1561910587,1561910589,-1.2234,43.2867,11887.2,FALSE,232.92,208.21,0,,12527.28,3515,FALSE,0
1561910589,3455d6,VOE2EM  ,Spain,1561910589,1561910589,6.8492,42.3402,8061.96,FALSE,249.89,287.99,7.15,,8496.3,1000,FALSE,0
1561910589,440251,FTY2    ,Austria,1561910589,1561910589,13.2599,47.3065,4876.8,FALSE,167.69,85.6,0,,5242.56,1176,FALSE,0
1561910589,a5cb92,N4725C  ,United States,1561910291,1561910291,-73.6982,41.0762,152.4,FALSE,46.86,19.23,-1.63,,388.62,,FALSE,0
1561910589,c0224f,ACA1036 ,Canada,1561910589,1561910589,-91.2559,41.5264,10668,FALSE,239.32,88.28,0,,11254.74,6440,FALSE,0
1561910589,4b1880,SWR6U   ,Switzerland,1561910588,1561910588,-82.3786,45.0301,11582.4,FALSE,230.72,236.27,0.33,,12047.22,2433,FALSE,0
1561910589,4b1882,SWR154  ,Switzerland,1561910589,1561910589,72.9642,19.0903,548.64,FALSE,73.05,270,-4.23,,441.96,3606,FALSE,0
1561910589,3c65aa,DLH400  ,Germany,1561910588,1561910588,-63.0553,47.5768,11582.4,FALSE,237.02,237.14,0,,11734.8,2575,FALSE,0
1561910589,3c5ee8,EWG6CR  ,Germany,1561910585,1561910586,18.7635,43.9769,10972.8,FALSE,227.72,315,-0.33,,11490.96,2047,FALSE,0
1561910589,3c5ee7,EWG4AG  ,Germany,1561910589,1561910589,5.3924,49.0968,5783.58,FALSE,222.98,31.89,0,,6118.86,5370,FALSE,0
1561910589,3c5ee6,EWG9FK  ,Germany,1561910589,1561910589,8.0448,52.7578,9677.4,FALSE,264.91,28.16,7.15,,10027.92,1000,FALSE,0
1561910589,ade135,CAP3526 ,United States,,1561910589,,,1341.12,FALSE,53.31,247.89,0.33,,1432.56,2336,FALSE,0
1561910589,3c5ee9,EWG1917 ,Germany,1561910589,1561910589,11.8558,48.3695,556.26,FALSE,65.73,263.71,-2.6,,640.08,1000,FALSE,0
1561910589,e8021e,LA773   ,Chile,1561910589,1561910589,-47.8914,-24.4785,9753.6,FALSE,206.97,252.65,0,,10325.1,5123,FALSE,0
1561910589,a915e6,N685BC  ,United States,1561910530,1561910530,-85.6556,38.2318,121.92,FALSE,52.58,239.42,-2.6,,144.78,1613,FALSE,0
1561910589,3c65d2,DLH1AE  ,Germany,1561910589,1561910589,12.9901,37.6204,10363.2,FALSE,235.08,341.37,0,,10919.46,6572,FALSE,0
1561910589,a8f5ba,N677AA  ,United States,1561910588,1561910589,-76.1265,39.7463,1402.08,FALSE,39.87,340.4,-0.33,,1394.46,7046,FALSE,0
1561910589,3c65d1,DLH26E  ,Germany,1561910589,1561910589,0.9298,45.796,10965.18,FALSE,249.49,352.66,0.33,,11544.3,5345,FALSE,0
1561910589,3c65c7,DLH961  ,Germany,1561910589,1561910589,-3.8938,55.5964,5143.5,FALSE,243.44,104.56,10.73,,5189.22,4633,FALSE,0
1561910589,3c65c6,DLH64A  ,Germany,1561910589,1561910589,7.7086,44.3077,11277.6,FALSE,230.49,200.38,0.33,,11917.68,0126,FALSE,0
1561910589,3455c1,IBE6888 ,Spain,1561910585,1561910589,-2.0662,40.8592,6728.46,FALSE,201.1,250.73,-8.45,,7208.52,3574,FALSE,0
1561910589,3c65c4,DLH956  ,Germany,1561910589,1561910589,1.4855,51.5462,9852.66,FALSE,210.11,274.78,-7.15,,10241.28,2546,FALSE,0
1561910589,3c65c9,DLH6LY  ,Germany,1561910589,1561910589,10.2261,51.7808,10759.44,FALSE,223.79,180.53,-12.68,,11254.74,2542,FALSE,0
1561910589,3c65c8,DLH6KJ  ,Germany,1561910589,1561910589,2.1645,51.7192,8679.18,FALSE,168.74,270.35,-5.85,,8671.56,2542,FALSE,0
1561910589,ae146c,RCH245  ,United States,1561910588,1561910589,24.1043,41.672,10058.4,FALSE,245.71,173.99,0,,10584.18,6001,FALSE,0
1561910589,3c5ee4,EWG2EJ  ,Germany,1561910589,1561910589,8.5027,50.7959,8435.34,FALSE,240.89,330.86,-11.7,,8854.44,1000,FALSE,0
1561910589,4acb1a,NAX7210 ,Sweden,1561910589,1561910589,13.2404,55.4297,1988.82,FALSE,131.97,311.21,-6.5,,2072.64,3214,FALSE,0
1561910589,3c5ee3,EWG2590 ,Germany,1561910589,1561910589,9.2433,48.6949,,TRUE,10.8,165,,,,,FALSE,0
1561910589,3c5ef8,EWG8XH  ,Germany,1561910589,1561910589,11.0356,44.7488,2049.78,FALSE,126.64,264.41,-7.15,,2278.38,0632,FALSE,0
1561910589,3c65cf,DLH3PH  ,Germany,1561910589,1561910589,8.971,50.1494,1722.12,FALSE,129.7,250.06,-3.25,,1889.76,1364,FALSE,0
1561910589,3c5ef6,EWG8MX  ,Germany,1561910556,1561910588,6.7895,51.2974,8442.96,FALSE,64.62,232.77,-2.93,,9601.2,4715,FALSE,0
